tanggal,hari,product_id,product_name,kategori,satuan,harga_normal,diskon_persen,harga_jual,cogs,quantity_sold,lost_sales,revenue,gross_profit,stock_awal,restock_diterima,stock_akhir,restock_dipesan,expired_qty,tanggal_kedaluwarsa,days_to_expiry,is_periode_gajian,is_ramadan
2026-01-20,Selasa,SKU001,Minyak Goreng Kemasan 2L,Sembako,botol,34000,10.0,30600,28500,11,0,336600,23100,199,0,188,0,0,2027-07-05,531,0,0
2026-01-21,Rabu,SKU001,Minyak Goreng Kemasan 2L,Sembako,botol,34000,0.0,34000,28500,14,0,476000,77000,188,0,174,0,0,2027-07-05,530,0,0
2026-01-22,Kamis,SKU001,Minyak Goreng Kemasan 2L,Sembako,botol,34000,0.0,34000,28500,15,0,510000,82500,174,0,159,0,0,2027-07-05,529,0,0
2026-01-23,Jumat,SKU001,Minyak Goreng Kemasan 2L,Sembako,botol,34000,0.0,34000,28500,28,0,952000,154000,159,0,131,0,0,2027-07-05,528,0,0
2026-01-24,Sabtu,SKU001,Minyak Goreng Kemasan 2L,Sembako,botol,34000,0.0,34000,28500,20,0,680000,110000,131,0,111,0,0,2027-07-05,527,0,0
2026-01-25,Minggu,SKU001,Minyak Goreng Kemasan 2L,Sembako,botol,34000,14.88,28900,28500,40,0,1156000,16000,111,0,71,0,0,2027-07-05,526,1,0
2026-01-26,Senin,SKU001,Minyak Goreng Kemasan 2L,Sembako,botol,34000,5.0,32300,28500,23,0,742900,87400,71,0,48,150,0,2027-07-05,525,1,0
2026-01-27,Selasa,SKU001,Minyak Goreng Kemasan 2L,Sembako,botol,34000,0.0,34000,28500,16,0,544000,88000,198,150,182,0,0,2027-07-21,540,1,0
2026-01-28,Rabu,SKU001,Minyak Goreng Kemasan 2L,Sembako,botol,34000,14.88,28900,28500,34,0,982600,13600,182,0,148,0,0,2027-07-21,539,1,0
2026-01-29,Kamis,SKU001,Minyak Goreng Kemasan 2L,Sembako,botol,34000,0.0,34000,28500,25,0,850000,137500,148,0,123,0,0,2027-07-21,538,1,0
2026-01-30,Jumat,SKU001,Minyak Goreng Kemasan 2L,Sembako,botol,34000,14.88,28900,28500,29,0,838100,11600,123,0,94,0,0,2027-07-21,537,1,0
2026-01-31,Sabtu,SKU001,Minyak Goreng Kemasan 2L,Sembako,botol,34000,0.0,34000,28500,33,0,1122000,181500,94,0,61,0,0,2027-07-21,536,1,0
2026-02-01,Minggu,SKU001,Minyak Goreng Kemasan 2L,Sembako,botol,34000,0.0,34000,28500,28,0,952000,154000,61,0,33,150,0,2027-07-21,535,1,0
2026-02-02,Senin,SKU001,Minyak Goreng Kemasan 2L,Sembako,botol,34000,0.0,34000,28500,24,0,816000,132000,183,150,159,0,0,2027-07-27,540,1,0
2026-02-03,Selasa,SKU001,Minyak Goreng Kemasan 2L,Sembako,botol,34000,0.0,34000,28500,19,0,646000,104500,159,0,140,0,0,2027-07-27,539,1,0
2026-02-04,Rabu,SKU001,Minyak Goreng Kemasan 2L,Sembako,botol,34000,0.0,34000,28500,21,0,714000,115500,140,0,119,0,0,2027-07-27,538,1,0
2026-02-05,Kamis,SKU001,Minyak Goreng Kemasan 2L,Sembako,botol,34000,0.0,34000,28500,24,0,816000,132000,119,0,95,0,0,2027-07-27,537,1,0
2026-02-06,Jumat,SKU001,Minyak Goreng Kemasan 2L,Sembako,botol,34000,0.0,34000,28500,28,0,952000,154000,95,0,67,0,0,2027-07-27,536,0,0
2026-02-07,Sabtu,SKU001,Minyak Goreng Kemasan 2L,Sembako,botol,34000,0.0,34000,28500,26,0,884000,143000,67,0,41,150,0,2027-07-27,535,0,0
2026-02-08,Minggu,SKU001,Minyak Goreng Kemasan 2L,Sembako,botol,34000,0.0,34000,28500,25,0,850000,137500,191,150,166,0,0,2027-08-02,540,0,0
2026-02-09,Senin,SKU001,Minyak Goreng Kemasan 2L,Sembako,botol,34000,0.0,34000,28500,19,0,646000,104500,166,0,147,0,0,2027-08-02,539,0,0
2026-02-10,Selasa,SKU001,Minyak Goreng Kemasan 2L,Sembako,botol,34000,14.88,28900,28500,29,0,838100,11600,147,0,118,0,0,2027-08-02,538,0,0
2026-02-11,Rabu,SKU001,Minyak Goreng Kemasan 2L,Sembako,botol,34000,0.0,34000,28500,14,0,476000,77000,118,0,104,0,0,2027-08-02,537,0,0
2026-02-12,Kamis,SKU001,Minyak Goreng Kemasan 2L,Sembako,botol,34000,0.0,34000,28500,15,0,510000,82500,104,0,89,0,0,2027-08-02,536,0,0
2026-02-13,Jumat,SKU001,Minyak Goreng Kemasan 2L,Sembako,botol,34000,0.0,34000,28500,15,0,510000,82500,89,0,74,0,0,2027-08-02,535,0,0
2026-02-14,Sabtu,SKU001,Minyak Goreng Kemasan 2L,Sembako,botol,34000,0.0,34000,28500,27,0,918000,148500,74,0,47,150,0,2027-08-02,534,0,0
2026-02-15,Minggu,SKU001,Minyak Goreng Kemasan 2L,Sembako,botol,34000,0.0,34000,28500,15,0,510000,82500,47,0,32,0,0,2027-08-02,533,0,0
2026-02-16,Senin,SKU001,Minyak Goreng Kemasan 2L,Sembako,botol,34000,0.0,34000,28500,11,0,374000,60500,182,150,171,0,0,2027-08-10,540,0,0
2026-02-17,Selasa,SKU001,Minyak Goreng Kemasan 2L,Sembako,botol,34000,0.0,34000,28500,27,0,918000,148500,171,0,144,0,0,2027-08-10,539,0,1
2026-02-18,Rabu,SKU001,Minyak Goreng Kemasan 2L,Sembako,botol,34000,14.88,28900,28500,30,0,867000,12000,144,0,114,0,0,2027-08-10,538,0,1
2026-02-19,Kamis,SKU001,Minyak Goreng Kemasan 2L,Sembako,botol,34000,0.0,34000,28500,38,0,1292000,209000,114,0,76,0,0,2027-08-10,537,0,1
2026-02-20,Jumat,SKU001,Minyak Goreng Kemasan 2L,Sembako,botol,34000,14.88,28900,28500,30,0,867000,12000,76,0,46,150,0,2027-08-10,536,0,1
2026-02-21,Sabtu,SKU001,Minyak Goreng Kemasan 2L,Sembako,botol,34000,0.0,34000,28500,28,0,952000,154000,196,150,168,0,0,2027-08-15,540,0,1
2026-02-22,Minggu,SKU001,Minyak Goreng Kemasan 2L,Sembako,botol,34000,0.0,34000,28500,33,0,1122000,181500,168,0,135,0,0,2027-08-15,539,0,1
2026-02-23,Senin,SKU001,Minyak Goreng Kemasan 2L,Sembako,botol,34000,0.0,34000,28500,29,0,986000,159500,135,0,106,0,0,2027-08-15,538,0,1
2026-02-24,Selasa,SKU001,Minyak Goreng Kemasan 2L,Sembako,botol,34000,14.88,28900,28500,56,0,1618400,22400,106,0,50,150,0,2027-08-15,537,0,1
2026-02-25,Rabu,SKU001,Minyak Goreng Kemasan 2L,Sembako,botol,34000,0.0,34000,28500,31,0,1054000,170500,50,0,19,0,0,2027-08-15,536,1,1
2026-02-26,Kamis,SKU001,Minyak Goreng Kemasan 2L,Sembako,botol,34000,14.88,28900,28500,19,55,549100,7600,19,0,0,0,0,2027-08-15,535,1,1
2026-02-27,Jumat,SKU001,Minyak Goreng Kemasan 2L,Sembako,botol,34000,0.0,34000,28500,48,0,1632000,264000,150,150,102,0,0,2027-08-21,540,1,1
2026-02-28,Sabtu,SKU001,Minyak Goreng Kemasan 2L,Sembako,botol,34000,0.0,34000,28500,59,0,2006000,324500,102,0,43,150,0,2027-08-21,539,1,1
2026-03-01,Minggu,SKU001,Minyak Goreng Kemasan 2L,Sembako,botol,34000,0.0,34000,28500,43,2,1462000,236500,43,0,0,0,0,2027-08-21,538,1,1
2026-03-02,Senin,SKU001,Minyak Goreng Kemasan 2L,Sembako,botol,34000,8.0,31300,28500,0,61,0,0,0,0,0,0,0,2027-08-21,537,1,1
2026-03-03,Selasa,SKU001,Minyak Goreng Kemasan 2L,Sembako,botol,34000,0.0,34000,28500,24,0,816000,132000,150,150,126,0,0,2027-08-25,540,1,1
2026-03-04,Rabu,SKU001,Minyak Goreng Kemasan 2L,Sembako,botol,34000,14.88,28900,28500,48,0,1387200,19200,126,0,78,0,0,2027-08-25,539,1,1
2026-03-05,Kamis,SKU001,Minyak Goreng Kemasan 2L,Sembako,botol,34000,0.0,34000,28500,40,0,1360000,220000,78,0,38,150,0,2027-08-25,538,1,1
2026-03-06,Jumat,SKU001,Minyak Goreng Kemasan 2L,Sembako,botol,34000,0.0,34000,28500,27,0,918000,148500,188,150,161,0,0,2027-08-28,540,0,1
2026-03-07,Sabtu,SKU001,Minyak Goreng Kemasan 2L,Sembako,botol,34000,0.0,34000,28500,43,0,1462000,236500,161,0,118,0,0,2027-08-28,539,0,1
2026-03-08,Minggu,SKU001,Minyak Goreng Kemasan 2L,Sembako,botol,34000,0.0,34000,28500,63,0,2142000,346500,118,0,55,150,0,2027-08-28,538,0,1
2026-03-09,Senin,SKU001,Minyak Goreng Kemasan 2L,Sembako,botol,34000,14.88,28900,28500,28,0,809200,11200,55,0,27,0,0,2027-08-28,537,0,1
2026-03-10,Selasa,SKU001,Minyak Goreng Kemasan 2L,Sembako,botol,34000,14.88,28900,28500,27,17,780300,10800,27,0,0,0,0,2027-08-28,536,0,1
2026-03-11,Rabu,SKU001,Minyak Goreng Kemasan 2L,Sembako,botol,34000,0.0,34000,28500,29,0,986000,159500,150,150,121,0,0,2027-09-02,540,0,1
2026-03-12,Kamis,SKU001,Minyak Goreng Kemasan 2L,Sembako,botol,34000,0.0,34000,28500,25,0,850000,137500,121,0,96,0,0,2027-09-02,539,0,1
2026-03-13,Jumat,SKU001,Minyak Goreng Kemasan 2L,Sembako,botol,34000,0.0,34000,28500,41,0,1394000,225500,96,0,55,330,0,2027-09-02,538,0,1
2026-03-14,Sabtu,SKU001,Minyak Goreng Kemasan 2L,Sembako,botol,34000,0.0,34000,28500,43,0,1462000,236500,55,0,12,0,0,2027-09-02,537,0,1
2026-03-15,Minggu,SKU001,Minyak Goreng Kemasan 2L,Sembako,botol,34000,0.0,34000,28500,12,43,408000,66000,12,0,0,0,0,2027-09-02,536,0,1
2026-03-16,Senin,SKU001,Minyak Goreng Kemasan 2L,Sembako,botol,34000,0.0,34000,28500,32,0,1088000,176000,330,330,298,0,0,2027-09-07,540,0,1
2026-03-17,Selasa,SKU001,Minyak Goreng Kemasan 2L,Sembako,botol,34000,0.0,34000,28500,27,0,918000,148500,298,0,271,0,0,2027-09-07,539,0,1
2026-03-18,Rabu,SKU001,Minyak Goreng Kemasan 2L,Sembako,botol,34000,0.0,34000,28500,22,0,748000,121000,271,0,249,0,0,2027-09-07,538,0,1
2026-03-19,Kamis,SKU001,Minyak Goreng Kemasan 2L,Sembako,botol,34000,0.0,34000,28500,31,0,1054000,170500,249,0,218,0,0,2027-09-07,537,0,1
2026-03-20,Jumat,SKU001,Minyak Goreng Kemasan 2L,Sembako,botol,34000,0.0,34000,28500,13,0,442000,71500,218,0,205,0,0,2027-09-07,536,0,0
2026-03-21,Sabtu,SKU001,Minyak Goreng Kemasan 2L,Sembako,botol,34000,14.88,28900,28500,17,0,491300,6800,205,0,188,0,0,2027-09-07,535,0,0
2026-03-22,Minggu,SKU001,Minyak Goreng Kemasan 2L,Sembako,botol,34000,0.0,34000,28500,15,0,510000,82500,188,0,173,0,0,2027-09-07,534,0,0
2026-03-23,Senin,SKU001,Minyak Goreng Kemasan 2L,Sembako,botol,34000,0.0,34000,28500,6,0,204000,33000,173,0,167,0,0,2027-09-07,533,0,0
2026-03-24,Selasa,SKU001,Minyak Goreng Kemasan 2L,Sembako,botol,34000,0.0,34000,28500,11,0,374000,60500,167,0,156,0,0,2027-09-07,532,0,0
2026-03-25,Rabu,SKU001,Minyak Goreng Kemasan 2L,Sembako,botol,34000,0.0,34000,28500,14,0,476000,77000,156,0,142,0,0,2027-09-07,531,1,0
2026-03-26,Kamis,SKU001,Minyak Goreng Kemasan 2L,Sembako,botol,34000,0.0,34000,28500,14,0,476000,77000,142,0,128,0,0,2027-09-07,530,1,0
2026-03-27,Jumat,SKU001,Minyak Goreng Kemasan 2L,Sembako,botol,34000,0.0,34000,28500,34,0,1156000,187000,128,0,94,0,0,2027-09-07,529,1,0
2026-03-28,Sabtu,SKU001,Minyak Goreng Kemasan 2L,Sembako,botol,34000,0.0,34000,28500,45,0,1530000,247500,94,0,49,150,0,2027-09-07,528,1,0
2026-03-29,Minggu,SKU001,Minyak Goreng Kemasan 2L,Sembako,botol,34000,10.0,30600,28500,37,0,1132200,77700,49,0,12,0,0,2027-09-07,527,1,0
2026-03-30,Senin,SKU001,Minyak Goreng Kemasan 2L,Sembako,botol,34000,0.0,34000,28500,20,0,680000,110000,162,150,142,0,0,2027-09-21,540,1,0
2026-03-31,Selasa,SKU001,Minyak Goreng Kemasan 2L,Sembako,botol,34000,0.0,34000,28500,29,0,986000,159500,142,0,113,0,0,2027-09-21,539,1,0
2026-04-01,Rabu,SKU001,Minyak Goreng Kemasan 2L,Sembako,botol,34000,0.0,34000,28500,14,0,476000,77000,113,0,99,0,0,2027-09-21,538,1,0
2026-04-02,Kamis,SKU001,Minyak Goreng Kemasan 2L,Sembako,botol,34000,0.0,34000,28500,23,0,782000,126500,99,0,76,0,0,2027-09-21,537,1,0
2026-04-03,Jumat,SKU001,Minyak Goreng Kemasan 2L,Sembako,botol,34000,0.0,34000,28500,33,0,1122000,181500,76,0,43,150,0,2027-09-21,536,1,0
2026-04-04,Sabtu,SKU001,Minyak Goreng Kemasan 2L,Sembako,botol,34000,14.88,28900,28500,41,0,1184900,16400,43,0,2,0,0,2027-09-21,535,1,0
2026-04-05,Minggu,SKU001,Minyak Goreng Kemasan 2L,Sembako,botol,34000,0.0,34000,28500,2,26,68000,11000,2,0,0,0,0,2027-09-21,534,1,0
2026-04-06,Senin,SKU001,Minyak Goreng Kemasan 2L,Sembako,botol,34000,0.0,34000,28500,17,0,578000,93500,150,150,133,0,0,2027-09-28,540,0,0
2026-04-07,Selasa,SKU001,Minyak Goreng Kemasan 2L,Sembako,botol,34000,0.0,34000,28500,21,0,714000,115500,133,0,112,0,0,2027-09-28,539,0,0
2026-04-08,Rabu,SKU001,Minyak Goreng Kemasan 2L,Sembako,botol,34000,0.0,34000,28500,20,0,680000,110000,112,0,92,0,0,2027-09-28,538,0,0
2026-04-09,Kamis,SKU001,Minyak Goreng Kemasan 2L,Sembako,botol,34000,0.0,34000,28500,29,0,986000,159500,92,0,63,0,0,2027-09-28,537,0,0
2026-04-10,Jumat,SKU001,Minyak Goreng Kemasan 2L,Sembako,botol,34000,0.0,34000,28500,29,0,986000,159500,63,0,34,150,0,2027-09-28,536,0,0
2026-04-11,Sabtu,SKU001,Minyak Goreng Kemasan 2L,Sembako,botol,34000,14.88,28900,28500,40,0,1156000,16000,184,150,144,0,0,2027-10-03,540,0,0
2026-04-12,Minggu,SKU001,Minyak Goreng Kemasan 2L,Sembako,botol,34000,0.0,34000,28500,21,0,714000,115500,144,0,123,0,0,2027-10-03,539,0,0
2026-04-13,Senin,SKU001,Minyak Goreng Kemasan 2L,Sembako,botol,34000,0.0,34000,28500,14,0,476000,77000,123,0,109,0,0,2027-10-03,538,0,0
2026-04-14,Selasa,SKU001,Minyak Goreng Kemasan 2L,Sembako,botol,34000,12.0,29900,28500,21,0,627900,29400,109,0,88,0,0,2027-10-03,537,0,0
2026-04-15,Rabu,SKU001,Minyak Goreng Kemasan 2L,Sembako,botol,34000,0.0,34000,28500,16,0,544000,88000,88,0,72,0,0,2027-10-03,536,0,0
2026-04-16,Kamis,SKU001,Minyak Goreng Kemasan 2L,Sembako,botol,34000,12.0,29900,28500,25,0,747500,35000,72,0,47,150,0,2027-10-03,535,0,0
2026-04-17,Jumat,SKU001,Minyak Goreng Kemasan 2L,Sembako,botol,34000,8.0,31300,28500,21,0,657300,58800,47,0,26,0,0,2027-10-03,534,0,0
2026-04-18,Sabtu,SKU001,Minyak Goreng Kemasan 2L,Sembako,botol,34000,0.0,34000,28500,30,0,1020000,165000,176,150,146,0,0,2027-10-10,540,0,0
2026-04-19,Minggu,SKU001,Minyak Goreng Kemasan 2L,Sembako,botol,34000,14.88,28900,28500,33,0,953700,13200,146,0,113,0,0,2027-10-10,539,0,0
2026-04-20,Senin,SKU001,Minyak Goreng Kemasan 2L,Sembako,botol,34000,0.0,34000,28500,25,0,850000,137500,113,0,88,0,0,2027-10-10,538,0,0
2026-04-21,Selasa,SKU001,Minyak Goreng Kemasan 2L,Sembako,botol,34000,14.88,28900,28500,19,0,549100,7600,88,0,69,0,0,2027-10-10,537,0,0
2026-04-22,Rabu,SKU001,Minyak Goreng Kemasan 2L,Sembako,botol,34000,0.0,34000,28500,21,0,714000,115500,69,0,48,150,0,2027-10-10,536,0,0
2026-04-23,Kamis,SKU001,Minyak Goreng Kemasan 2L,Sembako,botol,34000,0.0,34000,28500,15,0,510000,82500,48,0,33,0,0,2027-10-10,535,0,0
2026-04-24,Jumat,SKU001,Minyak Goreng Kemasan 2L,Sembako,botol,34000,10.0,30600,28500,21,0,642600,44100,33,0,12,0,0,2027-10-10,534,0,0
2026-04-25,Sabtu,SKU001,Minyak Goreng Kemasan 2L,Sembako,botol,34000,0.0,34000,28500,44,0,1496000,242000,162,150,118,0,0,2027-10-17,540,1,0
2026-04-26,Minggu,SKU001,Minyak Goreng Kemasan 2L,Sembako,botol,34000,0.0,34000,28500,18,0,612000,99000,118,0,100,0,0,2027-10-17,539,1,0
2026-04-27,Senin,SKU001,Minyak Goreng Kemasan 2L,Sembako,botol,34000,0.0,34000,28500,21,0,714000,115500,100,0,79,0,0,2027-10-17,538,1,0
2026-04-28,Selasa,SKU001,Minyak Goreng Kemasan 2L,Sembako,botol,34000,12.0,29900,28500,21,0,627900,29400,79,0,58,0,0,2027-10-17,537,1,0
2026-04-29,Rabu,SKU001,Minyak Goreng Kemasan 2L,Sembako,botol,34000,0.0,34000,28500,19,0,646000,104500,58,0,39,150,0,2027-10-17,536,1,0
2026-04-30,Kamis,SKU001,Minyak Goreng Kemasan 2L,Sembako,botol,34000,14.88,28900,28500,24,0,693600,9600,189,150,165,0,0,2027-10-22,540,1,0
2026-05-01,Jumat,SKU001,Minyak Goreng Kemasan 2L,Sembako,botol,34000,14.88,28900,28500,20,0,578000,8000,165,0,145,0,0,2027-10-22,539,1,0
2026-05-02,Sabtu,SKU001,Minyak Goreng Kemasan 2L,Sembako,botol,34000,0.0,34000,28500,22,0,748000,121000,145,0,123,0,0,2027-10-22,538,1,0
2026-05-03,Minggu,SKU001,Minyak Goreng Kemasan 2L,Sembako,botol,34000,0.0,34000,28500,26,0,884000,143000,123,0,97,0,0,2027-10-22,537,1,0
2026-05-04,Senin,SKU001,Minyak Goreng Kemasan 2L,Sembako,botol,34000,14.88,28900,28500,22,0,635800,8800,97,0,75,0,0,2027-10-22,536,1,0
2026-05-05,Selasa,SKU001,Minyak Goreng Kemasan 2L,Sembako,botol,34000,0.0,34000,28500,18,0,612000,99000,75,0,57,0,0,2027-10-22,535,1,0
2026-05-06,Rabu,SKU001,Minyak Goreng Kemasan 2L,Sembako,botol,34000,14.88,28900,28500,33,0,953700,13200,57,0,24,150,0,2027-10-22,534,0,0
2026-05-07,Kamis,SKU001,Minyak Goreng Kemasan 2L,Sembako,botol,34000,0.0,34000,28500,24,3,816000,132000,24,0,0,0,0,2027-10-22,533,0,0
2026-05-08,Jumat,SKU001,Minyak Goreng Kemasan 2L,Sembako,botol,34000,0.0,34000,28500,27,0,918000,148500,150,150,123,0,0,2027-10-30,540,0,0
2026-05-09,Sabtu,SKU001,Minyak Goreng Kemasan 2L,Sembako,botol,34000,0.0,34000,28500,21,0,714000,115500,123,0,102,0,0,2027-10-30,539,0,0
2026-05-10,Minggu,SKU001,Minyak Goreng Kemasan 2L,Sembako,botol,34000,0.0,34000,28500,24,0,816000,132000,102,0,78,0,0,2027-10-30,538,0,0
2026-05-11,Senin,SKU001,Minyak Goreng Kemasan 2L,Sembako,botol,34000,0.0,34000,28500,18,0,612000,99000,78,0,60,0,0,2027-10-30,537,0,0
2026-05-12,Selasa,SKU001,Minyak Goreng Kemasan 2L,Sembako,botol,34000,12.0,29900,28500,26,0,777400,36400,60,0,34,150,0,2027-10-30,536,0,0
2026-05-13,Rabu,SKU001,Minyak Goreng Kemasan 2L,Sembako,botol,34000,0.0,34000,28500,23,0,782000,126500,34,0,11,0,0,2027-10-30,535,0,0
2026-05-14,Kamis,SKU001,Minyak Goreng Kemasan 2L,Sembako,botol,34000,5.0,32300,28500,11,10,355300,41800,11,0,0,0,0,2027-10-30,534,0,0
2026-05-15,Jumat,SKU001,Minyak Goreng Kemasan 2L,Sembako,botol,34000,12.0,29900,28500,20,0,598000,28000,150,150,130,0,0,2027-11-06,540,0,0
2026-05-16,Sabtu,SKU001,Minyak Goreng Kemasan 2L,Sembako,botol,34000,14.88,28900,28500,31,0,895900,12400,130,0,99,0,0,2027-11-06,539,0,0
2026-05-17,Minggu,SKU001,Minyak Goreng Kemasan 2L,Sembako,botol,34000,0.0,34000,28500,20,0,680000,110000,99,0,79,0,0,2027-11-06,538,0,0
2026-05-18,Senin,SKU001,Minyak Goreng Kemasan 2L,Sembako,botol,34000,0.0,34000,28500,8,0,272000,44000,79,0,71,0,0,2027-11-06,537,0,0
2026-05-19,Selasa,SKU001,Minyak Goreng Kemasan 2L,Sembako,botol,34000,0.0,34000,28500,16,0,544000,88000,71,0,55,150,0,2027-11-06,536,0,0
2026-05-20,Rabu,SKU001,Minyak Goreng Kemasan 2L,Sembako,botol,34000,0.0,34000,28500,18,0,612000,99000,55,0,37,0,0,2027-11-06,535,0,0
2026-05-21,Kamis,SKU001,Minyak Goreng Kemasan 2L,Sembako,botol,34000,14.88,28900,28500,34,0,982600,13600,187,150,153,0,0,2027-11-12,540,0,0
2026-05-22,Jumat,SKU001,Minyak Goreng Kemasan 2L,Sembako,botol,34000,14.88,28900,28500,28,0,809200,11200,153,0,125,0,0,2027-11-12,539,0,0
2026-05-23,Sabtu,SKU001,Minyak Goreng Kemasan 2L,Sembako,botol,34000,0.0,34000,28500,23,0,782000,126500,125,0,102,0,0,2027-11-12,538,0,0
2026-05-24,Minggu,SKU001,Minyak Goreng Kemasan 2L,Sembako,botol,34000,0.0,34000,28500,21,0,714000,115500,102,0,81,0,0,2027-11-12,537,0,0
2026-05-25,Senin,SKU001,Minyak Goreng Kemasan 2L,Sembako,botol,34000,14.88,28900,28500,24,0,693600,9600,81,0,57,0,0,2027-11-12,536,1,0
2026-05-26,Selasa,SKU001,Minyak Goreng Kemasan 2L,Sembako,botol,34000,14.88,28900,28500,23,0,664700,9200,57,0,34,150,0,2027-11-12,535,1,0
2026-05-27,Rabu,SKU001,Minyak Goreng Kemasan 2L,Sembako,botol,34000,0.0,34000,28500,20,0,680000,110000,34,0,14,0,0,2027-11-12,534,1,0
2026-05-28,Kamis,SKU001,Minyak Goreng Kemasan 2L,Sembako,botol,34000,0.0,34000,28500,14,19,476000,77000,14,0,0,0,0,2027-11-12,533,1,0
2026-05-29,Jumat,SKU001,Minyak Goreng Kemasan 2L,Sembako,botol,34000,0.0,34000,28500,41,0,1394000,225500,150,150,109,0,0,2027-11-20,540,1,0
2026-05-30,Sabtu,SKU001,Minyak Goreng Kemasan 2L,Sembako,botol,34000,0.0,34000,28500,20,0,680000,110000,109,0,89,0,0,2027-11-20,539,1,0
2026-05-31,Minggu,SKU001,Minyak Goreng Kemasan 2L,Sembako,botol,34000,0.0,34000,28500,32,0,1088000,176000,89,0,57,0,0,2027-11-20,538,1,0
2026-06-01,Senin,SKU001,Minyak Goreng Kemasan 2L,Sembako,botol,34000,0.0,34000,28500,19,0,646000,104500,57,0,38,150,0,2027-11-20,537,1,0
2026-06-02,Selasa,SKU001,Minyak Goreng Kemasan 2L,Sembako,botol,34000,10.0,30600,28500,41,0,1254600,86100,188,150,147,0,0,2027-11-24,540,1,0
2026-06-03,Rabu,SKU001,Minyak Goreng Kemasan 2L,Sembako,botol,34000,0.0,34000,28500,18,0,612000,99000,147,0,129,0,0,2027-11-24,539,1,0
2026-06-04,Kamis,SKU001,Minyak Goreng Kemasan 2L,Sembako,botol,34000,0.0,34000,28500,27,0,918000,148500,129,0,102,0,0,2027-11-24,538,1,0
2026-06-05,Jumat,SKU001,Minyak Goreng Kemasan 2L,Sembako,botol,34000,0.0,34000,28500,24,0,816000,132000,102,0,78,0,0,2027-11-24,537,1,0
2026-06-06,Sabtu,SKU001,Minyak Goreng Kemasan 2L,Sembako,botol,34000,14.88,28900,28500,38,0,1098200,15200,78,0,40,150,0,2027-11-24,536,0,0
2026-06-07,Minggu,SKU001,Minyak Goreng Kemasan 2L,Sembako,botol,34000,10.0,30600,28500,23,0,703800,48300,190,150,167,0,0,2027-11-29,540,0,0
2026-06-08,Senin,SKU001,Minyak Goreng Kemasan 2L,Sembako,botol,34000,0.0,34000,28500,10,0,340000,55000,167,0,157,0,0,2027-11-29,539,0,0
2026-06-09,Selasa,SKU001,Minyak Goreng Kemasan 2L,Sembako,botol,34000,8.0,31300,28500,20,0,626000,56000,157,0,137,0,0,2027-11-29,538,0,0
2026-06-10,Rabu,SKU001,Minyak Goreng Kemasan 2L,Sembako,botol,34000,0.0,34000,28500,15,0,510000,82500,137,0,122,0,0,2027-11-29,537,0,0
2026-06-11,Kamis,SKU001,Minyak Goreng Kemasan 2L,Sembako,botol,34000,0.0,34000,28500,23,0,782000,126500,122,0,99,0,0,2027-11-29,536,0,0
2026-06-12,Jumat,SKU001,Minyak Goreng Kemasan 2L,Sembako,botol,34000,14.88,28900,28500,46,0,1329400,18400,99,0,53,150,0,2027-11-29,535,0,0
2026-06-13,Sabtu,SKU001,Minyak Goreng Kemasan 2L,Sembako,botol,34000,0.0,34000,28500,22,0,748000,121000,203,150,181,0,0,2027-12-05,540,0,0
2026-06-14,Minggu,SKU001,Minyak Goreng Kemasan 2L,Sembako,botol,34000,0.0,34000,28500,20,0,680000,110000,181,0,161,0,0,2027-12-05,539,0,0
2026-06-15,Senin,SKU001,Minyak Goreng Kemasan 2L,Sembako,botol,34000,14.88,28900,28500,13,0,375700,5200,161,0,148,0,0,2027-12-05,538,0,0
2026-06-16,Selasa,SKU001,Minyak Goreng Kemasan 2L,Sembako,botol,34000,0.0,34000,28500,16,0,544000,88000,148,0,132,0,0,2027-12-05,537,0,0
2026-06-17,Rabu,SKU001,Minyak Goreng Kemasan 2L,Sembako,botol,34000,0.0,34000,28500,19,0,646000,104500,132,0,113,0,0,2027-12-05,536,0,0
2026-06-18,Kamis,SKU001,Minyak Goreng Kemasan 2L,Sembako,botol,34000,0.0,34000,28500,25,0,850000,137500,113,0,88,0,0,2027-12-05,535,0,0
2026-06-19,Jumat,SKU001,Minyak Goreng Kemasan 2L,Sembako,botol,34000,14.88,28900,28500,34,0,982600,13600,88,0,54,150,0,2027-12-05,534,0,0
2026-06-20,Sabtu,SKU001,Minyak Goreng Kemasan 2L,Sembako,botol,34000,0.0,34000,28500,22,0,748000,121000,54,0,32,0,0,2027-12-05,533,0,0
2026-06-21,Minggu,SKU001,Minyak Goreng Kemasan 2L,Sembako,botol,34000,0.0,34000,28500,18,0,612000,99000,182,150,164,0,0,2027-12-13,540,0,0
2026-06-22,Senin,SKU001,Minyak Goreng Kemasan 2L,Sembako,botol,34000,0.0,34000,28500,19,0,646000,104500,164,0,145,0,0,2027-12-13,539,0,0
2026-06-23,Selasa,SKU001,Minyak Goreng Kemasan 2L,Sembako,botol,34000,14.88,28900,28500,12,0,346800,4800,145,0,133,0,0,2027-12-13,538,0,0
2026-06-24,Rabu,SKU001,Minyak Goreng Kemasan 2L,Sembako,botol,34000,0.0,34000,28500,18,0,612000,99000,133,0,115,0,0,2027-12-13,537,0,0
2026-06-25,Kamis,SKU001,Minyak Goreng Kemasan 2L,Sembako,botol,34000,5.0,32300,28500,21,0,678300,79800,115,0,94,0,0,2027-12-13,536,1,0
